rating,title,text,sentiment
5.0,Awesome Aussie Music,I love this album and wore out my cassette tape of it.  I listen to it all the time.,1
4.0,Get ready for something GREAT!,"'The Change' is a mix of pop, soul, R&B, and rock that is a great way for you to get a taste of Zein's music -- fun, honest, funky, and beautiful. Zein's soulful voice fits perfectly with the material she's created..whether it is on moving R&B ballads like ""Again"" and ""The Change"", or on more funky songs like ""Good Hurt"". ""Wasn't 4 U"" and ""Behind Closed Doors"" are also incredibly R&B and soul-influenced but with a much more rock vibe. The EP's title track is a ballad of desperate love and questioning why a lover isn't the same person that they used to be. Overall, 'The Change' is a great EP and a great start on Ms. Simone's budding music career.",1
2.0,Lively,"Not quite what I expected. The music is good but<br />most of it, you can't roller skate to.",0
1.0,Self hypnosis sleep CD,"This CD was totally useless for me.  He has a pleasing voice, and the background music is fine, but the chatter is not helpful.  Very little about relaxing, and a lot of New Age philosophy instead.  I would send this back if it had cost more.  This might be a personal preference, so maybe you will like it, can't say.",0
2.0,Good idea but did not work for me.,I liked the idea of a drug-less sleeping aide and this helped a bit but not enough to continue using it. I tried hard until I found the music more annoying than sleep enhancing.,0
2.0,Foreground and backround sounds were iffy on some songs.,"At least 4 songs on each disc had volume differences between each other. Also, I couldn't hear backround harmonies or choruses and sometimes Ray himself was very soft even though he was the primary singer. Most of the songs were what I wanted to hear but the quality was not good. Very disappointed in this set.",0
4.0,Loved It!!,"Loved this collection of music!!  There was one problem, when I put the music on my computer completely different titles to the music showed.  I had to re-type all the titles of the music.  Good stuff.",1
5.0,"Soothing, Relaxing sounds.","Carol Thompson is very gifted at Putting One in a State of Relaxation; AS she ""strums"" her harp. (NOT plucking; BUT Strumming.) One can QUICKLY 'find peace', AS they listen to this CD. HIGHLY ""recommended"".",1
5.0,great,thank you,1
5.0,This is the better recording of the two that I'm aware of,"This is the better recording of the two that I'm aware of.  Paul Rodgers is a WODERFUL tenor.  This is no dreary somber mass, this is the final flourish of the romantic era,  Italian opera meets the mass.  Passionate and showy.  The best part for me, worth the price of the entire album is Graduale, Rodger's &#34;tenorissimo&#34; solo.  Amy Beach was America's first home grown composer, one of the &#34;Boston Five&#34;. Also a rare female composer of note from the turn of the last century.",1
5.0,Good UB40,This is a replacement CD for me. Really enjoy the music.,1
5.0,Five Stars,Beautiful selection of songs.  Arrived timely.  Arrived in excellent condition.  Great addition to my collection.,1
1.0,you can never go back,Vinyl. 40 years old. Sounds pretty bad.Took a chance and came up empty. I have a manual table with a Stanton 681eee so I have a pretty high standard.,0
5.0,Essential to any rock'n'roll fan's collection,"I just received The Dave Clark Five The Hits CD in the mail today. Do yourself a favor, buy this CD while you still can. (I know, it's expensive to buy it new now!) I was lucky that I had older sisters to turn me on to the best rock music ever released in the Sixties and early Seventies. That said, this music has stood the test of time and then some. Dave Clark was a genius! These are STILL some of the best produced rock songs that were ever made! Think about that. Despite all of the technological advances, these songs are still the standard by which all current songs are judged, at least from a producer's point of view if not also from a musician's. Yes, you'll know almost all of the hits included in this compilation too. In fact, there are some artists who have covered at least a couple of these well known songs. This is a no-brainer! Buy it. You won't be sorry.",1
5.0,Not for the squeamish - this IS the blues.,"Low down and dirty blues: clean classic blues guitar work, heartfelt vocals, solid bass & drums rhythm section, coupled with very smooth harmonica work by Bill Rhoades (he plays a very nice rhythm harp in addition to perfect solos). Every song evokes gut-wrenching emotion as these guys play well together, and you get the feeling that they just live to play and sing the blues. Don't hesitate - every song is unique, well-arranged, and in the groove - as this is a rough gem of sad and happy blues numbers, all electric except for one acoustic harmonica tune.",1
5.0,Me encanta!,Llego en perfectas condiciones y con todo el contenido descrito en la reseña. :),1
5.0,Good Music,Awesome Voice and Music.,1
5.0,great,I liked it,1
1.0,One Star,"It arrived bended, so I can't use it properly.",0
1.0,The price was great. Only 2 good records the others were unknown ...,The price was great.Only 2 good  records the others were unknown artist.,0
4.0,"Charles Aznavour,his songs inEnglish","I have been hunting 1 track on this record(I will warm your heart) for about 15 years now,Now at last I'm a happy man.  John Lawrie,  at least I though I was,on receiving this record(31st March/1st April) I noticed a bad scratch running almost the length of track 2 side 1,'I will warm Your Heart',the very track I've been searching  for( for about some 15 years now),try to imagine my disappointment,I don't think this record was inspected properly before it was despatched.  John Lawrie 02/04/2015",1
1.0,Where was the CD?,$21 for a bunch a small cards is a bit much. I thought-understood- it came with a CD but apparently I was wrong. It's going back.,0
1.0,its not the music i hate. its not the fact that i bought a ...,"its not the music i hate. its not the fact that i bought a used copy instead of the new offer.  that was my choice i know. when i played the record it had poor tonal quality so i turned it up on a couple of quiet moments.  okay three days passed and last night i went to play another record and found that some residue that was in the groove transfered to my stylus and i think i may need a new cartridge.  i am not sure yet  waiting for daylight  thats all.  i do not think the seller had anything to do with this, i am just complaining",0
1.0,Buyer beware.,Buyer beware. This is a bootleg. This is not an official Apple or Beatles release. Proceed with caution & be sure to research before you purchase.,0
1.0,this isnt a cd,this is a mixtape!!!<br /> you can get for free off of Datpiff.com<br />why are people buying this?<br />if it was a real case id buy it but it sound slike someone is just making profits off yelawolf,0
1.0,Radio edit is not the real radio edit,"I bought this CD specifically for the Radio Edit to include in a video.  The first line should be 'I can be a nightmare of the grandest kind' but instead is the true version of the song, ' I can be an ***hole of the grandest kind'.  I'm disappointed.",0
2.0,Type of music,"I have all of their CD's..........but this one, I didn't care for their selection of music",0
1.0,One Star,The single star is not for Grace's album... it is for the profiteers.  Booooo.,0
5.0,Must have,Great album,1
5.0,Five Stars,Good collection,1
2.0,Busted case,Received the cd in a package not fit for shipping a cd<br />Thankfully the cd was ok but the cd case is destroyed,0
5.0,Beautiful Voice,"Lalah Hathaway has a beautiful voice that I can listen to all day long.  Every song on this CD is excellent not only because of the content, but the way the song is delivered.  I never thouhgt that I would be able to say this but she has given Luther Vandross a run for his money singing Forever, For Always  for Love.  I cry everytime I hear the song, that's just how beautiful it is.  At this time she is in y opinion the bes female singer out right now as far as the quality, clarity, and just pure delivery of a song.  I'm telling everyone this is a CD you will want to have in your collection, it is on constant rotation in my house, car, desk at work, anywhere music can be played.  I'm only 24 years old so if I say listen to music this mature you know is worth listening to.",1
5.0,No problems,She loved it,1
1.0,Not the original versions,"Unfortunately these are not the original versions. Even though the sleeve art makes it appear they might be. Too bad, I'll keep looking. But if you like this kind of music it still looks pretty good",0
4.0,Love it,"It came super fast and nothing was damaged. I love this group and so excited to own all 3 versions. However, packaging could have been better with the posters. The posters were just laid in the box without a protective cover in it. I live in Florida so it constantly rains off and on. If the box got wet, the poster would have been ruined. The albums were wrapped but the envelope it came in wasnt sealed closed. They should really package it better especially since this set isn't cheap.",1
1.0,One Star,4th disc a dvd? Says cd/video and doesn't play video on my dvd player,0
5.0,Poster,Does is come with a poster?,1
5.0,Very good cd,Very god cd,1
1.0,Bobbie Womack,This is not what i was looking for but the music is ok,0
1.0,Album cover came damaged,Album cover came damaged,0
2.0,I order one and liked it so I ordered another and it blew apart ...,I order one and liked it so I ordered another and it blew apart as soon as I hooked it up,0
1.0,Received Scratched up & it was never replaced!!!,CD came all scratched up.  Amazon was supposed to replace the CD but has not.  As for suitcase junket’s album…. It is fabulous!!,0
5.0,A must for any Tom Jones fan.,When this cd/dvd became available I ordered it. The mix of classic and newer Tom Jones songs is great. I had watched his appearance on tv and wanted the new arrangements of some of the songs. The cd had more songs then the TV show. The order from dragon all in Japan was in great condition and even arrived earlier than expected. I would order again from them.,1
5.0,Five Stars,Great,1
5.0,Five Stars,An excellent album that you need to own if you care about music.,1
1.0,buyer beware,Buyer beware. This is a bootleg. This is not an official Apple or Beatles release. Proceed with caution & be sure to research before you purchase.,0
1.0,Neil is silly and bland on this album,I’ve been a fan of Neil Young’s since I was 15. I have always followed him wherever he went musically. But there’s no way to put a good spin on trans. Sample and hold is the best track here. The others are bland and completely throw shade on what is best about Neil Young.,0
1.0,A major disappointment,"Terrible sound quality makes this recording impossible to listen to -- a pity, since this is a score I have loved for many years, and new recordings of it are few and far between. It is sad that something so amateurishly produced is available for sale on Amazon.",0
1.0,Album's tracks appear to be mis-labeled,"The cover states that there are nine tracks on the cd. There are only eight. Track 1 through 4 are correctly labeled as movements of Dvorak Symphony #9. Tracks 5, 6, 7, are solo piano pieces. Gracenote labels them Slavonic Dances. They are supposed to be: 5. The Moldau, 6. Overture, 7. Furiant, 8. Polka. Gracenote labels track 8 as The Moldau. I have no other copy of that work, so I can't say whether it is or is not The Moldau; however, the music seems to match the theme of the piece. The cover states that track 9 is Dance of the Comedians. There is no track nine.",0
5.0,Cool Compilation,Fun listening to CDs Brought back great memories,1
5.0,Healing,looking forward to healing my body with this music - I have osteoarthritis as well  as gouty arthritis and my body hurts everywhere.,1
1.0,"Pirate, Bootleg,You Name It","I read the reviews listed and decided I couldn't wait and now I wish I had. The Disc Itself Has a Sticker Over the CD with some guy jogging on it and the tracks are all so jumbled (if you compare them to what is on the back flap) it makes this sadly the worst buy I have or could ever make. Trust me, DON't wastes $80 - it's not worth 2 cents",0
5.0,Her best !,If you are in love buy it!  It will speak to your heart !  This is one of her best cd !,1
1.0,This is a wonderful collection of...,This is a wonderful collection of CD's.  Unfortunately they do not have the bonus tracks.  You can get them on another collection though.,0
5.0,I look forward to hearing all of Sayuri's song. ...,I look forward to hearing all of Sayuri's song.  I wish she would have them as karaoke renditions as well.,1
5.0,Five Stars,Five Stars,1
5.0,Incredible Book,I was extremely impressed with this book.  It is full of activities and GREAT graphics for learning about the anatomy.  Great for all ages to see.,1
5.0,JAZZIZ COOL SUMMER vol.6,"Cool Summer Vol. 4 laying out some very nice jazz with some vintage Michael Becker on this disc. Includes selections from Bob James, Keith Matsui, Dan Fogel and six more artists.",1
2.0,Love is a road,"Could only tolerate 1 song, Love is a road.",0
5.0,Five Stars,Really like,1
2.0,Stress Tape,I've heard better tapes. Music as a background helps a lot,0
2.0,Not worth it,"Ms. Weber is considered a fine player of Liszt's works, and her technique is indeed strong. I did not like her overly emotional interpretations, however, and for that reason I would not buy this early recording of hers.",0
1.0,One Star,Recording is crap!!!!!,0
5.0,AMAZING CD....long overdue,Awesome album finally on CD. So overdue!! Great sound and love the bonus tracks. 'No Time To Lose' is such a long-lost classic. Should have been a huge hit. Thanks to Tone Arm for realizing the album's greatness on CD.,1
1.0,Silly,"This is a silly book. There is no such thing as the ""new biology"", the author appears to be attempting to use fallacious appeals to mystery and other invalid rhetorical devices in order to obscure the fact that virtually everything he advances is empirically unverifiable.",0
5.0,I have all of them and thay are all soooo good,Soooo good i I love lamp lighters its so fun . I have all the lamplighters,1
5.0,Quick fulfillment of my order.,"This disc has been playing in my car ever since I opened it.  It is stupdendous!  And I have heard from the artist, and he does not have this particular work.  I'm not parting with it; it's that good!",1
5.0,Absolutely beautiful! David Glen Hatch plays so beautifully and with ...,"Absolutely beautiful!  David Glen Hatch plays so beautifully and with the symphony, it is just glorious!",1
1.0,Schenker Loses touch with reality,"This album is by far the absolute worst release EVER from the ""Mad Axeman"" Leif Sundin's vocals are flat and boring and Schenker's songwriting is a complete disaster on this release. There are no ""standout"" tracks at all. I've had this album since it's original release and I think it's a waste of space but if you are into collecting cd's by Schenker as I am you will want this just to have your collection complete but it's not even worth my time to take it out of the case and put it into my cd player. I have better albums to listen to. Hell, I'll even put in a Britney Spears cd before this junk and that's saying quite alot!",0
2.0,Take away the Hype and what do we have?,"Firstly, I think this song is terrible lyrically. Of course it would go to number 1 here in Australia, with all the hype and publicity surrounding Australian Idol, Guy Sebastian could of farted to a dance beat and that would of gone to number 1.<br />Vocally Guy does have a pleasant enough voice to listen to, but don't waste your money on this single, there are definately better tracks on his Cd - Just as I am.",0
2.0,"Should Have Have Been Called ""Until I Was Loved By You.""","Why, after 30 albums, would Canada's first Lady of Song present with an eponymous album?  It's puzzling, where, after three decades, the world already KNOWS who Anne Murray IS!  Weird.  I would have entitled it, &#34;Until I Was Loved By You&#34; and it would have seemed more inviting.  Just &#34;Anne Murray&#34; comes off as being a little cold and uninspired.  It would be like Barbra Streisand calling her next album &#34;Barbra!&#34;  Aside of this faux pas, I find much of the music here to be just average; nothing great/no big single.  In my opinion, it just falls flat, especially where it was supposed to be a comeback of sorts.  Since 1986's &#34;Something To Talk About,&#34; the titles became less and less creative and the music, the same (&#34;Harmony,&#34; &#34;As I Am,&#34; &#34;You Will,&#34; &#34;Yes I Do,&#34; &#34;Croonin',&#34; &#34;Anne Murray.&#34;)",0
1.0,this is evil and uninteresting,this is evil and uninteresting,0
1.0,Weak effort,Amateurish low production values,0
5.0,awesome!!,this is such a good book\cd Tripp Underwood is so good at telling stories about them being on the road and all of the little things you dont think about that a band has to deal with.  totally worth buying this.,1
5.0,Getting a playable CD in a reasonable time frame,Thank you!,1
1.0,"Buyers can too easily assume they have standard 3/8""-16 thread","These should not say &#34;3/8&#34; anywhere in the listing.  Buyers can too easily assume they have standard 3/8&#34;-16 thread.  They don't; they are metric, and an unusual one at that.  Which forces the buyer to try to find 10mm-1.5 thread nuts.  Buyer beware.",0
5.0,Good Product,Everything was great,1
5.0,Five Stars,It's the Eagles. Nuff said,1
2.0,Meh!,"I know that these works of Haydn are not his best known or most appreciated. There is some reason for this, too.  But the bigger issue for this CD is the sound.  Seiler has done some good recordings of violin music but her recorded tone here is quite unattractive. Look for an alternative recording.",0
1.0,Cards not recommended,These cards are very colorful but the cards are very hard to read and the color scheme is not consistent with regular playing cards. We went back to our old bicycle cards that are easy to read and consistent with regular playing cards.,0
5.0,Amazing⭐️⭐️⭐️⭐️⭐️,Amazing,1
5.0,SURPRISE,Excellent CD.  I already have it in vinyl.  To my surprise it had BONUS TRACKS!,1
5.0,All Good,All Good,1
5.0,Five Stars,Great,1
1.0,So sad,Broke my heart. “Lined Up” skips. Enough said.,0
5.0,Perfect for Group Fitness Instructors!,Perfect for teaching Standing Pilates and Barre classes. My participants love all the Final Cuts releases this one included. I like that it’s instrumental and upbeat. 125BPM’s,1
5.0,Five Stars,Love Charlie!,1
5.0,Good buying experience,There isn't any problem with the product. Delivery was on time.,1
1.0,FAKE Photocards of BTS in Sealed Albums,"This is the second time I’ve been scammed by an Amazon seller for FAKE photocards in BTS albums. :(<br /><br />The album was sealed but the cards are NOT official. See attached pics. They do not have the member’s name printed on the back of the card, and the group photo has a pink hue color. It’s also cut/shaped differently. Exactly what other fans have discovered about fake cards. These also don’t match the other real photocards I have for this album.<br /><br />The odd thing was the first album I bought from this seller, it came with real cards. The second time I purchased this album a few months later, it had fake cards like the one I received from a different Amazon seller.<br /><br />Now I’m hesitant to purchase any BTS album on Amazon. I will be going back to buying my BTS albums from WeVerse/BigHit.<br /><br />Pay attention to what you receive as Army is being deceived by counterfeit merchandise sold by some Amazon sellers. I should’ve paid attention and read more of the customers’ reviews. Lesson learned.",0
5.0,Great mellow voice,"I had never heard of Scott Alarik--that I remember--before 2012 when he was booked for my local folk club's annual festival, and I was asked to share 2 workshops with him.  So I bought his book Revival, and two CD's, this being one of them.  I was blown away by his great mellow voice, his restrained style, and his needle-sharp insights in his own songs.  His interpretations of traditional songs are what I really like because that's been my interest for many years.  I highly recommend all of Scott's work, and he is a really nice guy!",1
5.0,Five Stars,Great CD,1
1.0,Roar,The cd skips and looks like a cheap imitation. Played it once and tried to download on my ipod but the poor quality didn't allow for a download. Waste of money and time.,0
5.0,Reissued Bulldozer will save you big bucks,This is great. Bulldozers first album sounds like a combination of Venom and Bathory. If you like the old school black metal buy this album - but I would highly suggest buying the reissue by FOAD records for a fair price - around 35.00 as opposed to the original Road Runner issue that will cost you about 150.00. In this case there is no real reason to prefer the original release over the reissue unless your a hardcore collector - if you just want the music buy the reissue. For awhile the original was the only one for sale at 150.00 and I considered shelling out the cash. Thankfully by the time I decided to purchase this the cheaper reissue was offered for 35.00. Thank you seller!,1
1.0,False advertisement,"The character figures you see advertised are not what you get. Some are off colored from the original characters and the quality is poor. I repeatedly requested to have the characters that were advertised. Seller didn’t acknowledge but only offered to refund half of what I paid which was fine, but I would not recommend this to anyone. I’m just as big of a fan of Pokémon as my son is so I was really disappointed.",0
2.0,It's always a gamble when you're dealing with a 'soundboard' mix...,"Look, my poor rating doesn't reflect the seller or their other offerings.  I am merely rating/reviewing the sound quality of this particular recording.  Before I decided to purchase this, I did read all the reviews and I recall one reviewer mentioning that the vocals were too &#34;up front.&#34;  Well, it's a little worse than that, in my opinion.  It simply isn't a good mix/recording.  It isn't pleasing to listen to - which is the whole point of good music, right?  The performance was fine - because it's The Outlaws; That isn't in question.  It's a soundboard mix and not one of the better ones.  To contrast/compare, the &#34;Turning Stone Casino&#34; show (offered by the same seller/manufacturer) is of excellent quality....for a soundboard mix.  Get that one, instead.",0
5.0,Five Stars,"Beautiful, modern religious music.",1
5.0,Five Stars,excellent,1
5.0,Five Stars,had to buy this because I wore the first one out.  It is that good,1
2.0,Disapointing,The earlier ones were better. This is not particularly original or interesting.  Madonna imitations. Some electronic stuff done better by newer artists. Slick dance music but nothing out of the ordinary.,0
1.0,Buyer beware,Buyer beware. This is a bootleg. This is not an official Apple or Beatles release. Proceed with caution & be sure to research before you purchase.,0
5.0,Great cd,Exactly what I was expecting and super fast 🚚!! 👍,1
5.0,Love this music,These girls are something special. Can't get over how big and earthy their voices are for such small frames. Their talent is fabulous. I will be watching for more from them right away and I will be going to their concert in Portland in November.,1
4.0,Don't Miss This One,"The recording is quite nice, considering that it was recorded in 1960.  I skipped the commentary.  I recommend it.",1
1.0,Do not purchase from this seller...,"I bought this vinyl for a friend's birthday. The item condition was stated to be good, however, the record had a massive scratch and in addition to that was warped. A few songs are not playable at all. The item was very well packaged so the shipping is not responsible for the damage.<br /><br />Very disappointing.",0
5.0,Simple collection of classics,"This album includes the basic hits of Supertramp. ""Goodbye Stranger"" is used in a bank commercial and this reminded me of this album which I recently purchased. That song, ""The Logical Song,"" ""Breakfast in America"" and ""Take the Long Way Home"" are my personal favorites and this collection satisfied me. However, if you are a huge fan of Supertramp, go for a larger collection.",1
1.0,One Star,The CD WAS BLANK!,0
2.0,A Master's Work on Bad Plastic,"Only two disks played. The second disk in the set doesn't appear to be damaged, but no CD player can read it.",0
4.0,Teen Idols,"Glory Days of Rock 'N' Roll: Teen Idols is a two CD set that is one hour, twelve minutes and forty-eight seconds long. Most of the songs on the two CDs have a female theme to them. Of the thirty songs on the two CDs, nine of the songs made it to number one. Two of the songs last six weeks on number one; Everybody's Somebody's Fool by Connie Francis and Young Love by Tab Hunter. Overall, it was a nice CD set to listen to. Glory Days of Rock 'N' Roll: Teen Idols gets a B+.<br /><br />Disc One<br />36 minutes and 59 seconds<br /><br />Venus-Frankie Avalon<br />#1 U.S. Billboard Hot 100 Singles (five weeks at #1)<br />#10 U.S. Billboard Hot Rhythm & Blues Sides<br />Sweet Nothin's-Brenda Lee<br />#4 U.S. Billboard Hot 100 Singles<br />Cindy's Birthday-Johnny Crawford<br />#8 U.S. Billboard Top 40 Singles<br />You're Sixteen-Johnny Burnette<br />#8 U.S. Billboard Hot 100 Singles<br />Love Letters in the Sand-Pat Boone<br />#1 U.S. Billboard Hot 100 Singles (five weeks at #1)<br />#12 U.S. Billboard Rhythm & Blues Records<br />Travelin' Man-Ricky Nelson<br />#1 U.S. Billboard Hot 100 Singles<br />Venus in Blue Jeans-Jimmy Clanton<br />#7 U.S. Billboard Hot 100 Singles<br />All I Have to Do Is Dream-The Everly Brothers<br />#1 U.S. Billboard Hot 100 Singles (three weeks at #1)<br />#1 U.S. Billboard Most Played By Jockeys (five weeks at #1)<br />#1 U.S. Billboard Top Most Played Country and Western Singles<br />#1 U.S. Billboard Rhythm & Blues Records<br />The Wanderer-Dion<br />#2 U.S. Billboard Hot 100 Singles<br />Rubber Ball-Bobby Vee<br />#6 U.S. Billboard Hot 100 Singles<br />Tiger-Fabian<br />#3 U.S. Billboard Hot 100 Singles<br />Where the Boys Are (from Where the Boys Are)-Connie Francis<br />#4 U.S. Billboard Hot 100 Singles<br />#4 U.S. Cash Box Magazine Top Singles<br />Calendar Girl-Neil Sedaka<br />#4 U.S. Billboard Hot 100 Singles<br />Roses Are Red (My Love)-Bobby Vinton<br />#1 U.S. Billboard Hot 100 Singles (four weeks at #1)<br />#1 U.S. Billboard Easy Listening<br />#5 U.S. Billboard Hot Rhythm & Blues Sides<br />Only Love Can Break a Heart-Gene Pitney<br />#2 U.S. Billboard Hot 100 Singles<br />#1 U.S. Billboard Easy Listening (two weeks at #1)<br />#16 U.S. Billboard Hot Rhythm & Blues Sides<br /><br />Disc Two<br />35 minutes and 49 seconds<br /><br />Hello Mary Lou-Ricky Nelson<br />#9 U.S. Billboard Hot 100 Singles<br />Tall Paul-Annette Funicello<br />#7 U.S. Billboard Hot 100 Singles<br />The Mountain's High-Dick and Dee Dee<br />#2 U.S. Billboard Hot 100 Singles<br />Kookie, Kookie, (Lend Me Your Comb)-Edd Byrnes and Connie Stevens<br />#4 U.S. Billboard Hot 100 Singles<br />Sixteen Reasons-Connie Stevens<br />#3 U.S. Billboard Hot 100 Singles<br />Take Good Care of My Baby-Bobby Vee<br />#1 U.S. Billboard Pop Singles (two weeks at #1)<br />Teen-Age Cursh-Tommy Sands<br />#3 U.S. Billboard Hot 100 Singles<br />Young Love-Tab Hunter<br />#1 U.S. Billboard Hot 100 Singles (six weeks at #1)<br />#1 U.S. Billboard Most Played By Jockeys<br />#1 U.S. Billboard Top Sellers in Stores<br />#1 U.S. Billboard Most Played In Jukeboxes<br />A Teenager in Love-Dion and the Belmonts<br />#5 U.S. Billboard Pop Singles<br />Everybody's Somebody's Fool-Connie Francis<br />#1 U.S. Billboard Hot 100 Singles (six weeks at #1)<br />#1 U.S. Cash Box Magazine Top Singles<br />#2 U.S. Billboard Hot Rhythm & Blues Sides<br />#24 U.S. Billboard Country Charts<br />Theme from Dr. Kildare-Richard Chamberlain<br />#10 U.S. Billboard Hot 100 Singles<br />Poetry in Motion-Johnny Tillotson<br />#2 U.S. Billboard Pop Singles<br />#27 U.S. Billboard Hot Rhythm & Blues Sides<br />Breaking Up Is Hard to Do-Neil Sedaka (two weeks at #1)<br />#1 U.S. Billboard Hot 100 Singles<br />Sealed with a Kiss-Brian Hyland<br />#3 U.S. Billboard Pop Singles<br />Goodbye Cruel World-James Darren<br />#3 U.S. Billboard Hot 100 Singles",1
5.0,Icecap Music,"I spent 2 summers on the Greenland Ice Cap in the early 90's at the abandon Dye II defense early warning site, 150 miles out on the ice, at 7000' elevation. Very remote, very flat, very white & blue, these being the predominant colors/shades.<br /> I found a cassette of White Winds of the floor of the abandon mechanics shop, dropped it in the Walkman & have been a fan of Andreaus' music ever since. Called space, new age, earth music, whatever, his electric harp & choice of  sounds, accompanying vocals & other instruments all contribute to a wonderful, peaceful, musical journey. It would seem to be a good fit for any situation needed a calming effect, meditation, yoga, birthing, winding down after a long day, and especially if you find yourself far from everything & everyone out on a ice cap, which are very white & very windy, trying to be one with your environment. This is the PERFECT fit.<br /> I have several of his other releases and enjoy them all.",1
5.0,Teaching children about real music,Got my grandson some classic music that I enjoyed in the day and still listen to now. He got a Black Sabbath t shirt to go with the music.,1
1.0,Track listing,Not good put the track listing up there I'm very dissatisfied with this in want te see the songs on here  do.it right you have a 1 star rating,0
5.0,Awesome music,I absolutely love rocking out in my Tahoe to all of the 3 cd's in this set.,1
2.0,Did I get the same Cd as everyone else?,"I guess if you are a beginning meditator or haven't been exposed to other recordings you would like this one. The content is good but the delivery needs work. I thought it was by Joanne Scaglione but she only performs the soft music in the background. Instead it is read by a gentleman who has the microphone too close to his mouth. You can hear paper shuffling and nostril breathing as he goes through the delivery. Other than that it has very good affirmations and postive directions and I really like that they use a cardboard sleeve to hold the CD instead of unrecyclable plastic casings.<br />I have and love both of Kelly Howells 'The Secret' Universal Mind Meditations. After reading all the glowing reviews for this ""secret"" cd I was really looking forward to receiving it.<br />Perhaps I'm just biased toward good production after being spoiled by Kelly's recordings, which are very high quality recordings.",0
4.0,Four Stars,"Very good set, sound quality good too,",1
2.0,Disappointed!,I thought it would be remastered.  The sound quality was sorely lacking.,0
1.0,One Star,Boring!!!!!!,0
5.0,YOU WILL LOVE IT,"ONE OF THE BEST BALLAD SINGERS I HAVE EVER HEART. SOUNDS A LITTLE LIKE ELVIS, BUT HAS IT'S PERSONAL SOUND THAT ONLY RAL DONNER CAN CREATE.",1
